customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6865-JZNKO,0,False,False,False,30,True,False,0,True,True,False,False,False,False,0,True,0,55.29999923706055,1530.5999755859375,False
6467-CHFZW,1,False,True,True,47,True,True,1,False,True,False,False,True,True,0,True,2,99.3499984741211,4749.14990234375,True
8665-UTDHZ,1,False,True,True,1,False,False,0,False,True,False,False,False,False,0,False,2,30.200000762939453,30.200000762939453,True
5248-YGIJN,1,False,True,False,72,True,True,0,True,True,True,True,True,True,2,True,1,90.25,6369.4501953125,False
8773-HHUOZ,0,False,False,True,17,True,False,0,False,False,False,False,True,True,0,True,3,64.69999694824219,1093.0999755859375,True
3841-NFECX,0,True,True,False,71,True,True,1,True,True,True,True,False,False,2,True,1,96.3499984741211,6766.9501953125,False
4929-XIHVW,1,True,True,False,2,True,False,1,False,False,True,False,True,True,0,True,1,95.5,181.6499938964844,False
6827-IEAUQ,0,False,True,True,27,True,False,0,True,True,True,True,False,False,1,False,3,66.1500015258789,1874.449951171875,False
7310-EGVHZ,1,False,False,False,1,True,False,2,False,False,False,False,False,False,0,False,0,20.200000762939453,20.200000762939453,False
3413-BMNZE,1,True,False,False,1,True,False,0,False,False,False,False,False,False,0,False,0,45.25,45.25,False
6234-RAAPL,0,False,True,True,72,True,True,1,True,True,False,True,True,False,2,False,0,99.9000015258789,7251.7001953125,False
6047-YHPVI,1,False,False,False,5,True,False,1,False,False,False,False,False,False,0,True,2,69.69999694824219,316.8999938964844,True
6572-ADKRS,0,False,False,False,46,True,False,1,False,False,True,False,False,False,0,True,1,74.80000305175781,3548.300048828125,False
5380-WJKOV,1,False,False,False,34,True,True,1,False,True,True,False,True,True,0,True,2,106.3499984741211,3549.25,True
8168-UQWWF,0,False,False,False,11,True,True,1,False,False,True,False,True,True,0,True,0,97.8499984741211,1105.4000244140625,True
8865-TNMNX,1,False,True,True,10,True,False,0,False,True,False,False,False,False,1,False,3,49.54999923706055,475.7000122070313,False
9489-DEDVP,0,False,True,True,70,True,True,0,True,True,False,False,True,False,2,True,1,69.19999694824219,4872.35009765625,False
9867-JCZSP,0,False,True,True,17,True,False,2,False,False,False,False,False,False,1,False,3,20.75,418.25,False
4671-VJLCL,0,False,False,False,63,True,True,0,True,True,True,True,True,False,2,True,1,79.8499984741211,4861.4501953125,False
4080-IIARD,0,False,True,False,13,True,True,0,True,True,False,True,True,False,0,True,2,76.19999694824219,981.4500122070312,False
3714-NTNFO,0,False,False,False,49,True,True,1,False,False,False,False,False,True,0,True,2,84.5,3906.699951171875,False
5948-UJZLF,1,False,False,False,2,True,False,0,False,True,False,False,False,False,0,False,3,49.25,97.0,False
7760-OYPDY,0,False,False,False,2,True,False,1,False,False,False,False,True,False,0,True,2,80.6500015258789,144.14999389648438,True
7639-LIAYI,1,False,False,False,52,True,True,0,True,False,False,True,True,True,2,True,1,79.75,4217.7998046875,False
2954-PIBKO,0,False,True,True,69,True,True,0,True,False,True,True,False,False,2,True,1,64.1500015258789,4254.10009765625,False
8012-SOUDQ,0,True,False,False,43,True,True,1,False,True,False,False,True,False,0,True,2,90.25,3838.75,False
9420-LOJKX,0,False,False,False,15,True,False,1,True,True,False,False,True,True,0,True,1,99.0999984741211,1426.4000244140625,True
6575-SUVOI,0,True,True,False,25,True,True,0,True,False,False,True,True,False,0,True,1,69.5,1752.6500244140625,False
7495-OOKFY,0,True,True,False,8,True,True,1,False,True,False,False,False,False,0,True,1,80.6500015258789,633.2999877929688,True
4667-QONEA,0,True,True,True,60,True,False,0,True,True,True,True,False,True,1,True,1,74.8499984741211,4456.35009765625,False
1658-BYGOY,1,True,False,False,18,True,True,1,False,False,False,False,True,True,0,True,2,95.4499969482422,1752.550048828125,True
8769-KKTPH,0,False,True,True,63,True,True,1,True,False,False,False,True,True,1,True,1,99.6500015258789,6311.2001953125,False
5067-XJQFU,1,True,True,True,66,True,True,1,False,True,True,True,True,True,1,True,2,108.4499969482422,7076.35009765625,False
3957-SQXML,0,False,True,True,34,True,True,2,False,False,False,False,False,False,2,False,1,24.950000762939453,894.2999877929688,False
5954-BDFSG,0,False,False,False,72,True,True,1,False,False,True,True,True,True,2,True,1,107.5,7853.7001953125,False
0434-CSFON,0,False,True,False,47,True,True,1,False,False,True,False,True,True,0,True,2,100.5,4707.10009765625,False
1215-FIGMP,1,False,False,False,60,True,True,1,False,True,False,False,True,False,0,True,0,89.9000015258789,5450.7001953125,False
0526-SXDJP,1,False,True,False,72,False,False,0,True,True,True,False,False,False,2,False,0,42.09999847412109,2962.0,False
0557-ASKVU,0,False,True,True,18,True,False,0,False,False,True,True,False,False,1,True,1,54.400001525878906,957.0999755859376,False
5698-BQJOH,0,False,False,False,9,True,True,1,False,False,False,False,True,True,0,False,2,94.4000015258789,857.25,True
5122-CYFXA,0,False,False,False,3,True,False,0,False,True,False,True,True,True,0,True,2,75.30000305175781,244.1000061035156,False
8627-ZYGSZ,1,False,True,False,47,True,True,1,False,True,False,False,False,False,1,True,2,78.9000015258789,3650.35009765625,False
3410-YOQBQ,0,False,False,False,31,True,False,0,False,True,True,True,True,True,2,False,3,79.19999694824219,2497.199951171875,False
3170-NMYVV,0,False,True,True,50,True,False,2,False,False,False,False,False,False,2,False,0,20.149999618530277,930.9000244140624,False
7410-OIEDU,1,False,False,False,10,True,False,1,True,False,True,False,False,False,0,True,3,79.8499984741211,887.3499755859375,False
2273-QCKXA,1,False,False,False,1,True,False,0,False,False,False,True,False,False,0,False,3,49.04999923706055,49.04999923706055,False
0731-EBJQB,0,False,True,True,52,True,False,2,False,False,False,False,False,False,1,True,2,20.399999618530277,1090.6500244140625,False
1891-QRQSA,1,True,True,True,64,True,True,1,True,False,True,True,True,True,2,True,0,111.5999984741211,7099.0,False
8028-PNXHQ,1,False,True,True,62,True,True,2,False,False,False,False,False,False,2,True,0,24.25,1424.5999755859375,False
5630-AHZIL,0,False,False,True,3,True,False,0,True,False,False,True,False,True,0,True,0,64.5,177.39999389648438,False
2673-CXQEU,0,True,False,False,56,True,True,1,True,True,True,False,True,True,1,False,2,110.5,6139.5,False
6416-JNVRK,0,False,False,False,46,True,False,0,False,False,False,False,False,True,1,False,1,55.650001525878906,2688.85009765625,False
5590-ZSKRV,0,False,True,True,8,True,False,0,True,True,False,False,False,False,0,False,3,54.650001525878906,482.25,False
0191-ZHSKZ,1,True,False,False,30,True,False,0,True,True,False,False,True,True,0,True,2,74.75,2111.300048828125,False
3887-PBQAO,0,False,True,True,45,True,True,2,False,False,False,False,False,False,1,True,1,25.899999618530277,1216.5999755859375,False
5919-TMRGD,0,False,False,True,1,True,False,1,False,False,False,False,True,False,0,True,2,79.3499984741211,79.3499984741211,True
8108-UXRQN,0,False,True,True,11,False,False,0,True,False,False,False,True,True,0,False,2,50.54999923706055,565.3499755859375,False
9191-MYQKX,0,False,True,False,7,True,False,1,False,False,True,False,False,False,0,True,0,75.1500015258789,496.8999938964844,True
9919-YLNNG,0,False,False,False,42,True,False,1,False,True,True,True,True,True,0,True,0,103.8000030517578,4327.5,False
0318-ZOPWS,0,False,True,False,49,True,False,2,False,False,False,False,False,False,2,True,0,20.149999618530277,973.3499755859376,False
4445-ZJNMU,1,False,False,False,9,True,True,1,False,True,False,False,True,True,0,True,1,99.3000030517578,918.75,False
4808-YNLEU,0,False,True,False,35,True,False,0,True,False,False,False,True,False,1,True,0,62.150001525878906,2215.449951171875,False
1862-QRWPE,0,False,True,True,48,True,False,2,False,False,False,False,False,False,2,False,0,20.649999618530277,1057.0,False
2796-NNUFI,0,False,True,True,46,True,False,2,False,False,False,False,False,False,2,True,3,19.950000762939453,927.0999755859376,False
3016-KSVCP,1,False,True,False,29,False,False,0,False,False,False,False,True,False,0,False,3,33.75,1009.25,False
4767-HZZHQ,1,False,True,True,30,True,False,1,False,True,True,False,False,False,0,False,0,82.05000305175781,2570.199951171875,False
2424-WVHPL,1,True,False,False,1,True,False,1,False,False,False,True,False,False,0,False,2,74.69999694824219,74.69999694824219,False
7233-PAHHL,1,False,True,True,66,True,True,0,True,False,True,True,True,True,2,True,3,84.0,5714.25,False
6067-NGCEU,0,False,False,False,65,True,True,1,True,True,True,False,True,True,0,True,1,111.0500030517578,7107.0,False
9848-JQJTX,1,False,False,False,72,True,True,1,False,True,True,False,True,True,2,True,0,100.9000015258789,7459.0498046875,False
8637-XJIVR,0,False,False,False,12,True,True,1,True,False,False,False,False,False,0,True,2,78.94999694824219,927.3499755859376,True
9803-FTJCG,1,False,True,True,71,True,True,0,True,True,False,True,False,False,1,True,1,66.8499984741211,4748.7001953125,False
0278-YXOOG,1,False,False,False,5,True,False,2,False,False,False,False,False,False,0,False,3,21.049999237060547,113.8499984741211,True
3212-KXOCR,1,False,False,False,52,True,False,2,False,False,False,False,False,False,2,False,0,21.0,1107.199951171875,False
4598-XLKNJ,0,True,True,False,25,True,False,1,False,True,True,False,True,True,0,True,2,98.5,2514.5,True
6380-ARCEH,1,False,False,False,1,True,False,2,False,False,False,False,False,False,0,False,3,20.200000762939453,20.200000762939453,False
3679-XASPY,0,False,True,True,1,True,False,2,False,False,False,False,False,False,0,False,2,19.450000762939453,19.450000762939453,False
7123-WQUHX,1,False,False,False,38,True,True,1,False,False,True,True,True,False,1,False,0,95.0,3605.60009765625,False
5386-THSLQ,0,True,True,False,66,False,False,0,False,True,True,False,True,False,1,False,0,45.54999923706055,3027.25,False
3192-NQECA,1,False,True,False,68,True,True,1,False,True,True,True,True,True,2,True,0,110.0,7611.85009765625,True
6180-YBIQI,1,False,False,False,5,False,False,0,False,False,False,False,False,False,0,False,3,24.299999237060547,100.1999969482422,False
6728-DKUCO,0,False,True,True,72,True,True,1,True,True,False,False,True,True,1,True,2,104.1500015258789,7303.0498046875,False
9750-BOOHV,0,False,False,False,32,False,False,0,True,False,False,False,False,False,1,False,3,30.149999618530277,927.6500244140624,False
8597-CWYHH,1,False,False,False,43,True,True,1,False,False,False,False,True,True,1,False,3,94.3499984741211,3921.300048828125,False
2848-YXSMW,1,False,True,True,72,True,False,2,False,False,False,False,False,False,2,False,1,19.399999618530277,1363.25,False
0486-HECZI,1,False,True,False,55,True,True,1,True,True,False,False,True,False,0,True,2,96.75,5238.89990234375,True
4549-ZDQYY,0,False,False,False,52,True,False,0,True,False,True,True,False,False,1,False,1,57.95000076293945,3042.25,False
5712-AHQNN,0,False,False,False,43,True,False,1,False,True,True,False,True,False,0,True,2,91.6500015258789,3954.10009765625,False
4846-WHAFZ,0,True,True,False,37,True,True,1,False,False,False,False,False,False,0,True,2,76.5,2868.14990234375,True
5256-SKJGO,0,False,True,True,64,False,False,0,False,True,False,True,True,True,2,True,2,54.59999847412109,3423.5,False
3071-VBYPO,1,False,True,True,3,True,False,1,True,True,False,False,True,False,0,False,2,89.8499984741211,248.3999938964844,False
9560-BBZXK,0,False,False,False,36,False,False,0,True,False,False,False,False,False,2,False,0,31.049999237060547,1126.3499755859375,False
5299-RULOA,0,False,True,True,10,True,True,1,True,False,False,False,True,True,0,True,2,100.25,1064.6500244140625,True
8402-OOOHJ,0,False,False,False,41,True,False,2,False,False,False,False,False,False,2,False,3,20.649999618530277,835.1500244140625,False
9445-ZUEQE,1,False,True,True,27,True,True,1,False,True,False,True,False,False,0,True,1,85.19999694824219,2151.60009765625,False
1091-SOZGA,0,False,True,True,56,True,True,1,False,False,True,False,True,True,1,True,1,99.8000030517578,5515.4501953125,False
2928-HLDBA,0,False,False,False,6,True,False,2,False,False,False,False,False,False,0,False,3,20.700000762939453,112.75,False
0404-SWRVG,1,False,False,False,3,True,True,1,False,False,False,False,False,False,0,True,2,74.4000015258789,229.5500030517578,True
6497-TILVL,0,False,True,True,7,True,False,0,True,False,False,False,False,False,0,False,3,50.70000076293945,350.3500061035156,False
7219-TLZHO,0,False,True,True,4,True,False,2,False,False,False,False,False,False,0,False,3,20.850000381469727,62.900001525878906,False
4622-YNKIJ,1,False,False,False,33,True,False,1,True,False,False,True,True,False,2,True,2,88.94999694824219,3027.64990234375,False
4412-YLTKF,0,True,False,False,27,True,True,1,False,False,True,False,False,False,0,True,2,78.05000305175781,2135.5,True
6734-PSBAW,1,False,True,False,72,True,True,2,False,False,False,False,False,False,2,True,0,23.549999237060547,1723.949951171875,False
3930-ZGWVE,1,False,False,False,1,True,False,2,False,False,False,False,False,False,0,False,3,19.75,19.75,False
2639-UGMAZ,1,True,False,False,71,False,False,0,True,True,False,False,True,True,1,True,2,56.45000076293945,3985.35009765625,False
2876-GZYZC,0,False,False,False,13,True,True,1,False,False,False,False,False,True,0,True,2,85.94999694824219,1215.6500244140625,False
6207-WIOLX,0,False,True,True,25,False,False,0,True,True,True,False,True,True,0,True,1,58.59999847412109,1502.6500244140625,True
8587-XYZSF,1,False,False,False,67,True,False,0,False,False,False,True,False,False,2,False,0,50.54999923706055,3260.10009765625,False
3091-FYHKI,1,False,False,False,1,False,False,0,False,False,False,False,False,True,0,True,2,35.45000076293945,35.45000076293945,True
2372-HWUHI,1,False,False,False,2,True,False,0,False,False,False,False,False,False,0,False,2,44.34999847412109,81.25,True
7799-LGRDP,0,False,False,False,43,True,True,2,False,False,False,False,False,False,2,True,1,25.700000762939453,1188.199951171875,False
7850-VWJUU,0,False,False,False,23,True,False,1,True,False,False,False,False,False,0,True,0,75.0,1778.5,False
3774-VBNXY,0,False,True,True,64,True,False,2,False,False,False,False,False,False,2,False,3,20.200000762939453,1277.75,False
6217-KDYWC,1,False,False,True,57,True,False,2,False,False,False,False,False,False,2,True,3,19.600000381469727,1170.550048828125,False
0390-DCFDQ,0,True,True,False,1,True,False,1,False,False,False,False,False,False,0,True,3,70.44999694824219,70.44999694824219,True
3146-MSEGF,0,True,True,True,72,True,True,0,True,True,True,True,True,True,2,True,1,88.05000305175781,6425.64990234375,False
4080-OGPJL,0,False,False,False,8,True,True,0,True,False,False,True,False,True,0,False,2,71.1500015258789,563.6500244140625,True
1095-WGNGG,0,False,True,False,61,True,True,1,False,True,False,False,True,True,2,True,0,101.0500030517578,5971.25,False
2636-SJDOU,1,False,False,False,64,True,True,1,True,True,False,False,False,False,1,True,1,84.30000305175781,5289.0498046875,False
1131-QQZEB,1,True,True,False,71,True,True,2,False,False,False,False,False,False,2,False,0,23.950000762939453,1756.199951171875,False
5716-EZXZN,0,False,True,True,65,True,True,1,True,True,False,True,True,False,2,True,1,99.0500030517578,6416.7001953125,False
6837-BJYDQ,1,False,False,False,3,True,False,2,False,False,False,False,False,False,1,False,3,19.600000381469727,61.34999847412109,False
2135-RXIHG,1,False,False,False,1,True,False,0,False,False,False,False,False,False,0,True,2,45.650001525878906,45.650001525878906,True
6440-DKQGE,1,False,False,True,30,True,False,0,False,True,True,False,True,False,1,False,1,64.5,1929.949951171875,False
3466-BYAVD,1,False,True,True,15,True,False,0,False,True,True,True,False,True,0,True,3,69.5,1071.4000244140625,False
3780-YVMFA,0,False,True,True,8,True,False,0,False,False,False,True,True,True,0,True,2,68.55000305175781,564.3499755859375,False
3874-EQOEP,1,False,False,False,7,True,True,1,False,False,False,False,True,True,0,False,3,95.0,655.5,True
1679-JRFBR,0,False,True,True,70,True,True,1,True,True,True,False,True,True,1,True,1,108.1500015258789,7930.5498046875,False
9073-ZZIAY,1,False,True,True,62,True,False,0,True,True,True,True,True,True,2,False,2,86.0999984741211,5215.25,False
3077-RSNTJ,0,False,True,True,6,True,False,2,False,False,False,False,False,False,0,False,3,19.700000762939453,113.5,False
6551-GNYDG,0,False,True,True,14,True,False,1,False,False,False,False,False,True,0,True,0,80.9000015258789,1152.800048828125,False
9167-APMXZ,0,False,False,False,22,True,True,1,False,False,False,False,True,False,0,True,0,84.1500015258789,1821.949951171875,False
2749-CTKAJ,1,False,True,True,22,True,False,2,False,False,False,False,False,False,1,False,3,20.149999618530277,419.8999938964844,False
6371-NZYEG,1,False,True,True,16,True,False,0,True,False,True,False,True,False,2,False,3,64.25,1024.0,False
7554-NEWDD,1,False,False,False,10,True,True,2,False,False,False,False,False,False,2,False,0,25.700000762939453,251.6000061035156,False
8992-VONJD,0,False,False,True,13,True,False,0,True,True,False,False,False,False,0,True,2,56.0,764.5499877929688,False
0867-MKZVY,0,False,True,False,20,True,True,1,True,False,False,False,False,False,0,False,2,82.4000015258789,1592.3499755859375,True
4482-EWFMI,0,False,False,False,2,True,False,1,False,False,False,False,False,False,0,True,2,69.69999694824219,135.1999969482422,False
4648-YPBTM,1,False,False,False,53,True,True,0,False,True,True,True,False,True,2,True,0,73.9000015258789,3958.25,False
2907-ILJBN,0,False,True,True,11,True,False,2,False,False,False,False,False,False,1,False,3,20.600000381469727,233.8999938964844,False
6345-FZOQH,1,False,True,False,69,True,False,2,False,False,False,False,False,False,2,False,3,19.899999618530277,1363.449951171875,False
3376-BMGFE,0,False,False,False,4,True,False,1,False,False,False,False,False,False,0,True,0,70.9000015258789,273.0,True
5997-OPVFA,1,False,True,False,72,True,True,0,True,True,True,True,True,True,2,True,0,89.05000305175781,6254.4501953125,False
3445-HXXGF,1,True,True,False,58,False,False,0,False,True,True,False,False,True,0,True,2,45.29999923706055,2651.199951171875,True
1159-WFSGR,0,False,True,True,16,True,False,2,False,False,False,False,False,False,0,False,2,20.399999618530277,321.3999938964844,False
7654-YWJUF,1,False,True,False,43,True,False,1,True,False,True,True,False,False,1,True,0,84.25,3539.25,False
1875-QIVME,0,False,True,False,2,True,True,1,False,False,True,True,True,True,0,True,2,104.4000015258789,242.8000030517578,True
6727-IOTLZ,1,False,True,False,14,True,False,0,False,True,True,True,True,True,2,False,3,81.94999694824219,1181.75,False
0691-JVSYA,0,False,True,False,53,True,False,1,False,False,True,False,True,True,1,True,0,94.8499984741211,5000.2001953125,True
5918-VUKWP,0,False,False,False,32,True,False,2,False,False,False,False,False,False,1,False,0,20.549999237060547,654.5499877929688,False
1744-JHKYS,0,False,True,False,34,True,True,2,False,False,False,False,False,False,0,False,2,24.700000762939453,780.2000122070312,False
2656-FMOKZ,0,True,False,False,15,True,True,1,False,False,False,False,False,False,0,True,3,74.44999694824219,1145.699951171875,True
2070-FNEXE,0,True,False,False,7,True,False,1,True,False,False,False,False,False,0,False,0,76.44999694824219,503.6000061035156,True
5947-SGKCL,0,False,True,True,15,True,True,1,False,True,True,False,True,True,0,True,0,105.3499984741211,1559.25,False
3712-PKXZA,1,False,True,False,61,True,False,2,False,False,False,False,False,False,1,True,1,20.549999237060547,1252.0,False
6317-YPKDH,0,False,False,False,1,False,False,0,False,True,False,False,False,False,0,False,0,29.950000762939453,29.950000762939453,True
6582-OIVSP,0,False,False,False,1,True,False,0,False,False,False,False,False,False,0,False,3,45.29999923706055,45.29999923706055,False
9367-WXLCH,1,False,False,False,8,True,True,1,False,False,False,False,False,True,0,False,0,84.5,662.6500244140625,True
5524-KHNJP,1,False,True,True,33,True,False,0,True,False,True,False,True,True,1,False,1,74.75,2453.300048828125,False
1918-ZBFQJ,0,False,False,False,13,True,False,1,False,True,True,False,False,False,0,True,2,79.25,1111.6500244140625,True
1024-GUALD,0,False,True,False,1,False,False,0,False,False,False,False,False,False,0,True,2,24.799999237060547,24.799999237060547,True
4827-USJHP,1,False,False,False,20,True,False,0,False,True,False,False,False,False,0,True,3,51.79999923706055,1023.8499755859376,False
8167-GJLRN,1,False,False,False,3,False,False,0,False,False,False,True,False,False,0,False,2,30.399999618530277,82.1500015258789,False
0956-SYCWG,0,False,False,False,13,True,False,2,False,False,False,False,False,False,1,False,2,19.649999618530277,244.8000030517578,False
8017-UVSZU,0,False,True,False,40,True,True,0,False,True,False,False,False,False,0,False,1,56.59999847412109,2379.10009765625,False
7100-FQPRV,1,False,True,True,43,True,True,0,True,False,False,True,False,True,1,True,1,71.9000015258789,3173.35009765625,False
2472-OVKUP,1,False,True,False,6,True,False,1,False,True,True,False,False,True,0,True,2,91.0,531.0,True
2984-RGEYA,0,False,True,True,69,True,False,2,False,False,False,False,False,False,2,False,0,19.75,1375.4000244140625,False
9680-NIAUV,0,False,True,True,72,True,True,1,True,True,True,False,True,True,2,False,1,109.6999969482422,8129.2998046875,False
2146-EGVDT,1,False,True,True,59,True,False,2,False,False,False,False,False,False,2,False,1,19.299999237060547,1192.699951171875,False
2604-IJPDU,0,False,True,False,20,True,False,1,True,True,False,True,True,False,0,True,2,96.5500030517578,1901.6500244140625,False
9178-JHUVJ,1,False,True,True,24,True,True,2,False,False,False,False,False,False,2,True,0,24.100000381469727,587.4000244140625,False
6168-YBYNP,1,False,False,False,59,True,True,1,False,True,True,True,True,True,0,True,2,111.3499984741211,6519.75,False
7255-SSFBC,1,False,True,True,72,True,True,1,False,True,True,True,True,True,2,True,0,112.25,8041.64990234375,False
3645-DEYGF,1,False,False,True,1,True,False,2,False,False,False,False,False,False,0,False,3,20.75,20.75,False
9323-HGFWY,0,False,True,False,27,True,False,1,True,False,False,True,True,True,1,True,1,101.9000015258789,2681.14990234375,False
8544-GOQSH,0,False,False,False,14,True,False,1,False,True,False,True,False,False,0,True,1,80.05000305175781,1112.300048828125,False
3363-DTIVD,1,False,True,True,71,True,True,1,True,False,True,False,True,True,2,False,2,105.5500030517578,7405.5,False
7018-WBJNK,1,False,False,True,13,True,False,1,False,False,False,False,True,False,0,True,1,78.30000305175781,1033.949951171875,False
9142-KZXOP,1,False,False,False,44,True,False,1,False,False,False,False,False,False,0,False,1,68.8499984741211,2958.949951171875,False
7674-YTAFD,0,False,False,False,33,True,False,1,False,True,False,True,False,False,1,True,0,79.94999694824219,2684.85009765625,False
6348-SNFUS,1,False,True,True,72,False,False,0,True,True,True,True,False,True,2,True,1,55.45000076293945,4179.2001953125,False
1285-OKIPP,1,False,False,False,1,True,False,1,False,False,False,False,False,True,0,False,2,79.9000015258789,79.9000015258789,True
7825-ECJRF,0,False,False,False,19,True,False,1,True,False,True,True,True,True,0,True,2,106.5999984741211,1934.449951171875,True
1347-KTTTA,1,False,True,False,64,True,False,1,False,True,True,True,True,True,1,True,1,102.4499969482422,6654.10009765625,False
7841-TZDMQ,1,False,False,False,2,True,False,0,False,False,False,False,False,False,0,True,1,46.0,84.5,True
4195-NZGTA,0,False,False,False,1,False,False,0,False,False,False,False,False,False,0,False,2,25.25,25.25,False
7157-SMCFK,1,False,False,True,61,True,False,2,False,False,False,False,False,False,2,False,3,19.75,1124.199951171875,False
4709-LKHYG,0,False,True,True,29,True,False,2,False,False,False,False,False,False,1,False,2,20.0,540.0499877929688,False
2504-DSHIH,1,True,True,False,23,True,True,1,False,False,False,False,False,True,0,False,2,86.80000305175781,1975.8499755859373,False
0699-NDKJM,0,False,True,False,57,False,False,0,True,True,True,False,True,True,0,True,0,58.75,3437.449951171875,False
9286-BHDQG,1,False,True,True,72,False,False,0,True,True,True,True,False,False,2,False,1,45.25,3139.800048828125,False
0230-WEQUW,1,False,True,False,66,False,False,0,True,True,True,True,True,False,2,True,0,56.59999847412109,3789.199951171875,False
2040-LDIWQ,1,False,True,True,65,True,True,0,False,True,True,True,True,True,2,True,0,84.19999694824219,5324.5,False
6496-JDSSB,0,False,False,False,8,True,False,1,False,False,False,False,True,False,0,True,0,80.0,624.5999755859375,False
9408-SSNVZ,0,False,False,False,4,True,False,1,False,False,False,False,False,False,0,True,2,70.1500015258789,268.3500061035156,True
4443-EMBNA,0,False,True,False,71,True,True,2,False,False,False,False,False,False,2,False,0,24.75,1836.9000244140625,False
6469-MRVET,1,False,True,True,1,True,False,2,False,False,False,False,False,False,1,True,2,20.200000762939453,20.200000762939453,False
0742-MOABM,1,False,True,False,4,True,False,0,False,False,False,True,False,False,0,False,3,50.04999923706055,179.35000610351562,True
5961-VUSRV,0,False,False,False,12,True,False,2,False,False,False,False,False,False,1,True,0,19.350000381469727,219.3500061035156,False
6778-JFCMK,1,False,False,False,24,False,False,0,True,False,False,False,True,True,1,True,3,50.59999847412109,1288.75,False
6341-JVQGF,0,False,True,True,31,True,False,0,True,False,True,True,True,True,1,True,3,81.1500015258789,2545.75,False
2232-DMLXU,0,False,True,False,1,True,False,0,False,False,False,False,True,False,0,False,3,55.20000076293945,55.20000076293945,True
4811-JBUVU,1,False,False,False,30,True,True,1,False,False,False,True,False,True,0,True,1,89.9000015258789,2723.14990234375,False
0945-TSONX,0,False,True,True,47,True,True,0,True,True,False,True,True,True,2,True,1,85.30000305175781,4107.25,False
